desc,joules_sum,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9
0_4_350_0xf00_135_600000,685.0453124200067,1.856281613748365,1.5308748132671364,0.2651101223833117,0.3477334506011837,3.5244914761298376,1.0665598243843344,0.9176722373615727,0.4152720027276,0.07595840455588515,4.6054840767168577e-05
0_1_100_0xf00_135_600000,714.7715024799982,1.7411527786876526,1.4909729932142297,0.3025356666594482,0.46533856143866953,3.4255230495995606,0.1387050257470908,0.43907123536064535,0.9752459558392541,1.021454065690458,6.677629904708728e-07
0_2_400_0xf00_135_600000,678.7230944199982,1.831158530380633,1.5612711698291295,0.27394894388164287,0.33362135590859493,3.5610596336347577,0.39103408740541423,1.0045538570622636,0.9948145063368798,0.04845337699347274,8.453856721239624e-05
0_5_400_0xf00_135_600000,670.7177136799946,1.919006449674499,1.513791950623432,0.2632680091098306,0.3039335905922365,3.5020346065798833,1.0172092250641895,0.9811107164730692,0.40213371506652285,0.09736327179871491,0.00014846501762255776
0_9_30_0xf00_135_600000,729.5803558400003,1.656728866268243,1.4342442905288932,0.35538545228839696,0.5536413909144685,3.320423802284396,0.186536817613182,0.5502141796515196,0.9061733379387424,1.0366518434776606,1.9034501329254162e-08
0_12_300_0xf00_135_600000,689.1242798999992,1.7571609752882444,1.562271071907767,0.28359643199933904,0.3969715208046508,3.5925522347744283,0.37541277805140133,0.03253214816640865,9.04802993109667e-05,1.0053580126321455,0.9940543460763035
0_3_250_0xf00_135_600000,695.9053203199983,1.7880821500953978,1.568950867696902,0.26522657145177025,0.37774041075593096,3.4771109758222547,0.42126862365058715,0.10693890419080253,0.0002626519392815125,1.0065466256315143,0.9878722187655609
0_3_400_0xf00_135_600000,670.7409241399946,1.819328499494711,1.5802895645657633,0.27530495512902425,0.3250769808105007,3.587934737831738,0.3441971819584535,0.0664880696251161,0.001408349070856403,0.9832912310552031,1.0166804304586332
0_6_200_0xf00_135_600000,706.84872412,1.7909213072965495,1.5357272226223853,0.271825329493335,0.4015261405877283,3.490891964151152,0.43240636734659593,0.08061278070600339,5.947367526527477e-05,0.9955651890471112,1.000464225073872
0_1_50_0xf00_135_600000,726.4818128400002,0.33812534131037575,1.6660409758904606,1.4804247045335652,0.515408978265599,3.3337862311337316,0.19575543431041245,0.47554590838772565,0.9591873362626266,1.0357250776244062,1.2281103221858157e-08
0_15_40_0xf00_135_600000,727.2485057600006,0.34753441523058687,0.5336943589871044,1.6524215925270747,1.4663496332552355,3.354001016817988,0.16147304516631295,0.5263622805484268,1.034573454661147,0.9235898608261461,3.4197997799578206e-07
0_6_20_0xf00_135_600000,741.6589052599957,1.7425985809268743,1.3119752135147587,0.3458995525731578,0.5995266529852084,3.2042950770248475,0.25921899651515307,0.5440943982543753,0.9525229212267093,1.0398685929990321,1.3979890100653745e-08
0_14_20_0xf00_135_600000,741.6926756399989,1.7493148521860897,1.2925559959768254,0.3459070915950516,0.6122220602420326,3.2072944086118254,0.26097804758509885,0.5389419987011581,0.9442004609303759,1.048585070906005,1.3265537358682925e-08
0_10_300_0xf00_135_600000,689.1242798999992,1.7970583190231322,1.5472845846341992,0.27003924947546004,0.38561784686720757,3.589899738345885,0.36750061146479834,0.042649781901986324,0.00022025693090273445,1.0106756768159004,0.9890539345405286
0_8_30_0xf00_135_600000,738.1799151999949,1.6725821215894638,1.4313077471381872,0.34359742372598456,0.5525127075463627,3.2677164911188243,0.24102362476866843,0.5377183338234641,0.9394664978234969,1.0140735888998398,1.4635657058770987e-06
0_6_50_0xf00_135_600000,729.8991982799998,0.34260788616451254,1.662245257034152,1.4743655316895738,0.5207813251117622,3.3327501005660602,0.5397027771399017,0.9573124589613056,1.032917279517017,0.1373173669039455,1.6911771641885388e-08
0_2_100_0xf00_135_600000,718.6767196000001,1.738969897550957,1.4949671803987363,0.2999406132469928,0.4661223088033127,3.4552317419273657,0.10050706673469306,0.46871840104802626,0.9713112579248868,1.0042315228635916,9.50144025634343e-09
0_0_2_0xf00_135_600000,745.7945178600003,1.9481699306575881,1.164360592373232,0.3398053281945556,0.5476641487746261,3.1434673288132853,0.22503891801340103,0.5985156057920847,1.081344176884678,0.9516320416734221,1.928823130104315e-06
0_10_10_0xf00_135_600000,747.9231199999995,2.011964482416694,1.06570227058359,0.32557888979219013,0.596754357207526,3.1232600755596804,0.25945860154222117,0.6092161527131725,1.0698355639951513,0.9382287223928074,8.837969702012933e-07
0_12_30_0xf00_135_600000,738.1444204399959,1.6718653275505655,1.4252451788188312,0.3414919834882096,0.5613975101423957,3.2521145625907057,0.2292280771696345,0.5539638672851184,0.9371848536934093,1.0275086254123749,1.3848749499063054e-08
0_9_2_0xf00_135_600000,737.0959973999998,1.945094891771407,1.1735900566853255,0.3364021381488802,0.5449129133943876,3.116739356739185,0.19473299057580734,0.6707439952002144,1.0589979920076495,0.9587856562945277,9.182615709946941e-09
0_1_30_0xf00_135_600000,729.5803558400003,1.663955384412683,1.4367637370288928,0.34804805363892966,0.5512328249194939,3.314757308495289,0.18108014187344473,0.5454535407288662,0.9295733442034713,1.0291354942482207,1.7045070648819711e-07
0_2_50_0xf00_135_600000,729.8991982799998,1.663001105410554,1.48397981219322,0.3410484169524655,0.5119706654437611,3.340119253186129,0.5228271944424129,0.1416399004012941,0.9730757041816567,1.0223378460767698,1.0171173721703245e-07
0_3_200_0xf00_135_600000,700.4104080399993,1.7807612830542114,1.5594433935426317,0.26947475981041685,0.3903205635927381,3.460301297637823,1.034887432534685,0.9614290575434664,0.4298952775718011,0.11334619434053816,0.00014074037168175692
0_0_350_0xf00_135_600000,685.0725515200029,1.8874791442195409,1.5009879576045668,0.2712511486929995,0.3402817494828949,3.551278636908959,1.0194863363013582,0.9783867561207482,0.38040339132208995,0.07034458494464885,0.00010029440219383862
0_5_200_0xf00_135_600000,700.3882047399984,1.763799583086931,1.5673330289116036,0.27899965879438504,0.38986772920708035,3.456346642222466,0.4362892723114348,0.11190684685147032,0.00019069873085628838,0.9958295391349579,0.9994370007488155
0_0_250_0xf00_135_600000,698.8623420799995,1.793337898996676,1.5438776770223612,0.274106999277174,0.3886774247037903,3.517961236206301,1.028327833157189,0.9552997765117377,0.42626245546268304,0.07213808158903931,1.0617073049546392e-05
