desc,avg,std,min,5th,10th,50th,90th,95th,99th,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13
0_100_0x1d00_135_200000,100.3,31.5,37.4,51.3,57.3,100.6,141.1,151.5,171.5,9.998779713178212,1.6537762983737228,1.5558254649499683,0.35028217451828647,0.4400601541085697,0.0008588553513954774,0.00032669415845359073,5.30314768264313e-05,1.6567616810821565e-05,1.0519368487087222e-05,7.398808002292533e-06,2.850891162443196e-06,1.8036864063021433e-07,9.68314622599807e-08
0_10_0x1d00_135_200000,49.1,4.6,34.0,42.2,43.3,48.5,55.5,58.5,64.5,9.997696960608266,2.463333369668771,0.8315946328529369,0.541087184606588,0.16224589005794465,0.00352540380988222,0.0003192649423536062,0.00012829152912919908,4.491643713824998e-05,2.073264786022015e-05,3.1408311380847378e-06,1.732030105106319e-07,3.8804787411859173e-08,1.9327441377548902e-13
0_350_0x1d00_135_200000,244.2,102.6,41.1,82.7,103.7,245.5,381.3,400.0,437.7,9.932270420271925,1.6626197346652418,1.557363982818083,0.35437299185372156,0.4249206096971597,0.06637669694217652,0.0014183701762735402,0.00045145295446902695,0.00015118520796830585,3.227493806260162e-05,1.8993715027088736e-05,2.8349518390977555e-07,1.5814535142338617e-06,1.4218111867867212e-06
0_40_0x1d00_135_200000,60.9,12.9,34.0,43.8,45.9,58.7,79.1,83.4,88.1,9.995908915999816,1.8568303171071445,1.2390743627504182,0.3976143731400946,0.5058172511609065,0.004241060499213653,0.00034295219427435967,0.00014334113126496703,1.9191306169407697e-05,6.597227168124332e-06,9.731156415337931e-07,4.427437054963322e-07,2.1979867585509578e-07,1.8255074760641414e-09
0_350_0x1d00_135_200000,244.2,102.6,41.1,82.7,103.7,245.5,381.3,400.0,437.7,9.975855198348224,1.6827970341511007,1.5728816276183175,0.33117233208654306,0.4112811463223823,0.02111270722316937,0.0039748238454676375,0.0005585223894432365,0.0002813786574381717,6.115006225396726e-05,1.5899438121265654e-05,6.504407553697039e-06,6.299849706224211e-07,1.0454650122376303e-06
0_20_0x1d00_135_200000,51.6,6.2,34.0,42.8,44.5,50.4,60.2,63.9,70.7,9.9988799490757,2.2131971982186527,0.9402422839921709,0.5670247544142651,0.27906721154630326,0.001031719601164117,0.00035128234456788184,0.00015213086352669145,4.360457107692497e-05,8.08732346329808e-06,1.3269141730481778e-06,2.989436214185846e-07,1.521912434722855e-07,7.277238133158812e-14
0_350_0x1d00_135_200000,244.2,102.6,41.1,82.7,103.7,245.5,381.3,400.0,437.7,9.991796757397736,1.722557144095077,1.5353188870959291,0.344975938096319,0.3946066559641813,0.008778740546282306,0.0015794830864362022,0.0001795507818913928,0.00010053507286337064,7.237253162810432e-05,2.576209879927497e-05,5.604772915053085e-06,2.1487635051791396e-06,4.196964478128679e-07
0_350_0x1d00_135_200000,244.2,102.6,41.1,82.7,103.7,245.5,381.3,400.0,437.7,9.987710137541878,1.696867200296728,1.5441221362641193,0.4303348221250343,0.32800492600650866,0.009283254125089384,0.002186936418290233,0.0010798794120997037,0.00028632790050030796,8.063433473742998e-05,3.7168566244926145e-05,4.860638481278886e-06,2.4098821277399146e-07,1.4753820754273986e-06
0_100_0x1d00_135_200000,100.3,31.5,37.4,51.3,57.3,100.6,141.1,151.5,171.5,9.998843852027498,1.6452658240288334,1.5367081464871108,0.35743439951999195,0.4604354417605567,0.0005956731477391538,0.000560220541180781,9.40032606681617e-05,4.5678084306949184e-05,1.0723025534997221e-05,3.2270605456247015e-06,2.4266076115533954e-06,2.719309938985583e-07,1.1251743834163875e-07
0_100_0x1d00_135_200000,100.3,31.5,37.4,51.3,57.3,100.6,141.1,151.5,171.5,9.996258084669225,1.6394490182725958,1.5240327281753,0.3599929352567502,0.47575248872215226,0.004054606202121357,0.0003319168914645862,8.393335922510573e-05,3.1263041568152026e-05,7.297546979152931e-06,4.236418393537354e-06,9.843718824097756e-07,4.5511305155974934e-07,5.1959287392765774e-08
0_100_0x1d00_135_200000,100.3,31.5,37.4,51.3,57.3,100.6,141.1,151.5,171.5,9.997147185119616,1.633309879186636,1.528350729491272,0.36530243715889543,0.47193977192333564,0.0034166599555280897,0.00026018902401675324,0.00022843065972330944,3.237021078329309e-05,6.781664022242056e-06,3.3749304274785355e-06,7.80958611081143e-08,2.5652525826949834e-07,1.8560546304400413e-06
0_300_0x1d00_135_200000,215.3,87.8,37.4,76.8,95.6,216.5,332.0,352.9,383.0,9.996272807729943,1.7078729976508193,1.5235755145722516,0.32569012879745307,0.4420421789913627,0.0037419977878249884,0.0005916225867166005,9.57283562885136e-05,6.195995847527928e-05,3.5328007731424514e-05,1.2794842507120641e-05,5.176090444257981e-06,1.3015476441544537e-06,4.6308054723164764e-07
0_350_0x1d00_135_200000,244.2,102.6,41.1,82.7,103.7,245.5,381.3,400.0,437.7,9.992355869498697,1.731924147144986,1.5310817880319165,0.34628953361208115,0.3905385180812989,0.005130570956456067,0.0022661289889846195,0.0002218514867636418,0.0001377302373252867,2.458272740279169e-05,1.7835030564803514e-05,7.021812891664465e-06,4.053828294301655e-06,3.685623539297095e-07
0_350_0x1d00_135_200000,244.2,102.6,41.1,82.7,103.7,245.5,381.3,400.0,437.7,9.984076504676949,1.736137724952105,1.5421161752698782,0.3331251235264113,0.3884257444077373,0.013366190058578354,0.0024291882518161357,0.0001586051135653237,0.00010429332324136914,2.9206417494626426e-05,1.9641719182727915e-05,9.488781699893009e-06,1.7767230997474658e-06,3.367782483077988e-07
0_250_0x1d00_135_200000,189.7,73.2,41.1,73.9,89.2,191.7,287.7,301.2,331.6,9.996456783216347,1.692070371873917,1.5370047850324333,0.347360875146427,0.4233366130241174,0.003078737261025843,0.0005268226957244572,7.25309468555618e-05,3.689183936185193e-05,3.2157723818193754e-05,1.2190542147236183e-05,7.0465281131398265e-06,6.555104829174669e-07,3.53865922456331e-06
0_50_0x1d00_135_200000,67.9,16.5,37.4,45.8,47.5,66.2,91.1,95.4,106.1,9.99539520115119,1.7570188471919501,1.3301746831156172,0.3933682955200603,0.5185367529991284,0.0047368177034773605,0.000474433277158044,0.00018019490231614273,7.677442145336729e-05,2.8332074545101983e-05,8.422783791511156e-06,9.938301998651394e-07,2.2667129432666536e-07,2.4357826429473838e-08
0_10_0x1d00_135_200000,49.1,4.6,34.0,42.2,43.3,48.5,55.5,58.5,64.5,9.997662678264474,2.4679704731592444,0.8322158487017174,0.5325436923138648,0.1666296950230845,0.002210613032721425,0.0005239256366829421,0.0001571048239098958,7.858640917113134e-05,4.581033071291308e-06,2.50230120050925e-06,2.590124876226455e-07,4.028831673354989e-08,5.2325700696262785e-14
0_250_0x1d00_135_200000,189.7,73.2,41.1,73.9,89.2,191.7,287.7,301.2,331.6,9.99481407127311,1.6901427292677182,1.5479529836322246,0.3509159713646076,0.4100658848120052,0.004574155237031014,0.001129797556098178,0.00030730983266933417,4.5754023469569986e-05,3.272490636652076e-05,1.0206823198600938e-05,5.104000039628278e-06,3.094663216327076e-06,2.1260824973215002e-07
