desc,joules_sum,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9
0_3_400_0xd00_135_200000,528.0,1.7036206962552762,1.57697884394507,0.31546850297464984,0.4039319568250043,3.585098195637521,0.2806309610459006,0.13404514531638256,0.0004988597173704798,0.9934415145575289,1.0062853237252882
0_8_350_0xd00_135_200000,530.0,1.688615227470102,1.5525606038069941,0.32749418635400135,0.4313299823689022,3.6074287094680915,0.2955164355296658,0.09672731547180695,0.0003148302755371228,1.0042519098296117,0.9957607994252863
0_15_10_0xd00_135_200000,562.0,2.2784439520851687,0.9127788329188504,0.5520813355035972,0.2566958794923816,3.602511813016794,0.26390654391751867,0.1336499719616256,1.0056112481400246,0.9943204097992687,1.3164770489226769e-08
0_14_350_0xd00_135_200000,530.0,1.6800811180834492,1.5720462250748033,0.3346388213189981,0.4132338355227518,3.600211164645633,0.31054560053459646,0.08908171629540336,0.00018132279005653412,0.9957353620118273,1.0042448337224854
0_6_300_0xd00_135_200000,531.0,1.685014145087617,1.5571860378303506,0.3391536082946828,0.41864620878734643,3.573764672421318,0.31586112203851313,0.10993855050131143,0.0005124875448345363,0.9965615138310508,1.0033616536629715
0_5_100_0xd00_135_200000,546.0,0.37502889525975935,0.4621092117257726,1.6254304599351554,1.537431433079312,3.5475794493667356,0.1842098322864485,0.26814462327744526,4.1753188669529196e-05,0.9957633153740947,1.004261026506612
0_12_200_0xd00_135_200000,536.0,1.6716697578917405,1.5362634393750276,0.34920977868255515,0.44285702405067684,3.6124936818814017,0.2903715914998787,0.0966056531104524,0.0004890847626602951,1.0053766567376232,0.9946633320079827
0_15_40_0xd00_135_200000,558.0,1.8726481285369938,1.2119334528149799,0.3874948466467131,0.5279235720013112,3.6086023502832147,0.15457285357394152,0.23690178845653032,0.9959678511155866,1.0039551381096083,1.8461122442456565e-08
0_1_300_0xd00_135_200000,533.0,1.6896818195736087,1.5606821724280524,0.33455825653461496,0.4150777514637229,3.5349149992125257,0.32291973012041075,0.14239622525097295,0.00029372014135491,0.9961965046851574,1.0032788205895837
0_14_40_0xd00_135_200000,559.0,1.896068576761495,1.187691655433793,0.38706007188697394,0.5291796959177363,3.42188637052073,0.22934304304564287,0.3489100906614476,1.0039376974199372,0.995922781724228,1.662801776149743e-08
0_8_50_0xd00_135_200000,553.0,1.7692428319321534,1.3134381267629582,0.39868910691469867,0.5186299343901924,3.5889380546016927,0.2736194669138216,0.13749747280711375,0.9944425369107496,1.005502339094057,1.296725670100672e-07
0_9_300_0xd00_135_200000,533.0,1.7002616996866127,1.568241716408164,0.3299807470613893,0.40151583684383707,3.572906427560395,0.2727885473493785,0.15409555740777656,0.0002791470001451701,0.9965577316271473,1.0033725890551604
0_1_30_0xd00_135_200000,560.0,2.0075116416241636,1.0877583404079156,0.3655933173966599,0.5391367005712601,3.6131547341290027,1.032683411663618,0.9670541909708916,0.2517955686386463,0.13531207863029723,1.5967549965177235e-08
0_5_250_0xd00_135_200000,535.0,1.6879780387823915,1.5511656204106317,0.3462937502007871,0.4145625906061877,3.5981961534294555,0.25622898401743655,0.14526346256685668,0.00036433703178143133,0.9955707039489357,1.0043763590055357
0_13_10_0xd00_135_200000,562.0,2.27920057278425,0.9127489851892344,0.5475303088595547,0.26052013316696343,3.603467328448586,0.25831967749204066,0.13848309505931167,0.995793221387892,1.0039366646984065,1.2913760095697412e-08
0_5_10_0xd00_135_200000,562.0,2.2674626332019647,0.9182259757398803,0.5525370101197049,0.2617743809384497,3.606034689497415,0.2757799352856359,0.1183443207035155,0.9958295724257996,1.0040114699168805,1.2170752973749113e-08
0_14_300_0xd00_135_200000,531.0,1.6827548300010982,1.5603392754559693,0.33802539683524296,0.4188804977076905,3.6024138287474945,0.2868230916853471,0.11075510247357055,0.0002849988064910025,1.0033573033340775,0.9963656749530235
0_1_250_0xd00_135_200000,535.0,1.681196117093193,1.5438687043987704,0.354028567037835,0.42090661147020053,3.63728157572694,0.14549200821680328,0.2170770349628403,0.00035223887175441345,1.0044309491964962,0.9953661930251694
0_6_40_0xd00_135_200000,559.0,1.8709318652800593,1.2061780713015213,0.39092332520289347,0.5319667382155282,3.4323977695448935,0.21343381798915514,0.3542167282085326,0.9959464189394637,1.0040052480646042,1.7253355942169732e-08
0_14_10_0xd00_135_200000,562.0,2.285479178381078,0.9112255954728046,0.5485666822866987,0.2547285438594187,3.535778230366071,0.1815493192805888,0.2826566233043956,0.9960139291668473,1.0040018857263961,1.215570650191669e-08
0_4_200_0xd00_135_200000,536.0,1.6839205458355844,1.5388101521851667,0.34401549116250624,0.4332538108167432,3.595774451877217,0.30243267355138687,0.10141123464388518,0.00045488785556534173,1.0053856533318313,0.9945410987401181
0_11_40_0xd00_135_200000,558.0,1.8693668477392742,1.207946421469599,0.39267538366137295,0.5300113471297556,3.5731196461079104,0.14921976315275662,0.27766226179762177,1.8318655322400952e-08,1.0040746801672262,0.9959236304558303
0_13_40_0xd00_135_200000,558.0,1.8648153063349164,1.2123306529453453,0.3889468022004942,0.5339072385192454,3.5727630106075856,0.2720832090857281,0.15524720013456056,1.0055616862635357,0.9943448769221335,1.6986459151600764e-08
0_4_10_0xd00_135_200000,562.0,2.272202149196894,0.9178737353270913,0.5561066505374118,0.25381746493860424,3.5113474326388174,0.18776220875531038,0.30102043381888915,1.003995025607098,0.9958748874789549,1.1700929752074329e-08
