desc,avg,std,min,5th,10th,50th,90th,95th,99th,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13
0_200_0x1100_135_200000,169.2,58.1,45.3,76.8,89.5,171.1,246.2,261.1,282.5,9.99663821517574,1.6908581814388637,1.5106940423517,0.355841431808144,0.44233699374540303,0.0033105036258052633,0.00017155543242193964,6.456242153284198e-05,4.457584108186867e-05,3.614866290756496e-05,2.6632418015295625e-06,1.0196011876602805e-06,8.855821526476798e-08,1.8095206634254003e-08
0_200_0x1100_135_200000,169.2,58.1,45.3,76.8,89.5,171.1,246.2,261.1,282.5,9.998362429410475,1.653516013850325,1.5616926090476941,0.35682105652505663,0.42740408252678813,0.001725427611111633,0.0003835360175506933,4.8853861049521805e-05,3.5056568195310536e-05,6.038865554114607e-06,3.416407984434057e-06,1.3395097976092457e-06,1.1678625884461352e-07,2.301216496222266e-08
0_250_0x1100_135_200000,198.3,71.8,45.3,83.5,99.4,200.1,294.0,309.3,333.5,9.994981702937512,1.6793199500157827,1.5605585627396765,0.3387288979591444,0.42136146341127717,0.004654652955171765,0.00019889155313974853,0.00013481971966641476,3.355055678695955e-05,1.498906890644608e-05,8.354539161188543e-06,3.6436416122666637e-06,9.256607035515882e-08,4.283360910212538e-07
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.998437169734359,2.4029273651990666,0.8561990894422721,0.5435873763413712,0.19691362300455234,0.0014235289755964802,0.00044553555925008645,4.9950307089066376e-05,1.2225081913711492e-05,2.710221506228483e-06,1.1590186095802588e-06,2.3514002196143303e-07,3.19743835301889e-08,1.1065550302541557e-14
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,10.00017416543411,2.4039499120508543,0.8589606161576907,0.5452122869963141,0.19101773248988618,0.0003451979307982297,0.00015647726349036277,0.00014086425658927574,2.935087286998272e-05,1.0889229356793035e-05,2.192393972436097e-06,2.732241492767642e-07,4.169990362784396e-08,1.906324503880974e-14
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.990069845683653,1.7049021278685288,1.5479712448556542,0.3327762877708648,0.4132850137411519,0.008743354184147678,0.0019926704356795096,0.00017190189108106155,4.964788030092613e-05,2.1572212423936317e-05,1.3060678528961303e-05,2.6707497557635975e-06,3.4517816213890427e-07,2.568700855617737e-07
0_20_0x1100_135_200000,62.7,9.4,41.1,51.1,52.6,60.6,75.7,79.9,94.0,9.998818461250405,2.3015061008018565,0.9062157497372414,0.5221845034982956,0.2693508578850306,0.0016422425513272017,0.0001674672650542082,0.00010033132779843847,7.863683551949185e-06,4.302012868916534e-06,1.917682202596468e-06,1.8857398642382319e-07,1.3730366063822512e-08,2.2170229073997215e-14
0_30_0x1100_135_200000,66.9,11.5,41.1,51.8,54.1,64.8,82.3,87.4,101.3,9.99452853013932,2.055221223122815,1.060482965226011,0.5309300875679991,0.35292651974242334,0.005552086559955784,0.0002466383790067612,6.835601915716691e-05,3.203195833522463e-05,8.350689649808296e-06,2.7600432791643835e-06,3.9592224779127395e-07,5.4629779852492934e-08,1.0708317680748576e-14
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.998632081277332,2.4380286263209334,0.843040571892272,0.5260536281376609,0.1926595939014114,0.0013415499147866885,0.00014428216653929887,6.503623259971352e-05,2.8231579265922614e-05,4.774281854751062e-06,1.4174534907741295e-06,1.2154555319590836e-07,8.529628090203566e-08,1.2007758976257387e-14
0_20_0x1100_135_200000,62.7,9.4,41.1,51.1,52.6,60.6,75.7,79.9,94.0,9.998810266156955,2.2524360409260655,0.9306850687658469,0.5504251603090751,0.26617276420372676,0.0011249111956872847,0.0002422368938149185,5.855102135465582e-05,3.566186748365894e-05,6.992705217155078e-06,2.0059974419305206e-06,3.229234075440467e-07,1.7033920703366094e-08,7.112559750149023e-15
0_30_0x1100_135_200000,66.9,11.5,41.1,51.8,54.1,64.8,82.3,87.4,101.3,9.997949629946554,2.023232581631499,1.0756155670499647,0.5410256945151697,0.35998755863897697,0.0016657849806853138,0.00037683884278519786,0.00011192761943707677,2.701120723732334e-05,5.473734849749721e-06,1.5510807186397015e-06,3.569699043367597e-07,2.3782224805459157e-08,4.7218116339854955e-15
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.999344624526895,2.371291565370423,0.8731358125023068,0.561645678956762,0.19363157707047474,0.0006690865996072822,0.0001887101754189728,7.636497808781314e-05,1.0706518428176079e-05,3.223135520388812e-06,2.278234587042979e-06,2.945908669931112e-07,7.734059404784104e-08,1.842526564365442e-14
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.998851676935676,2.388785307809792,0.8668812739535043,0.5454410808484097,0.19874171134922514,0.0009081242873537718,0.0003035624005336829,5.7273459761851534e-05,2.444367921932136e-05,4.6929710930787485e-06,6.212687683674042e-07,2.0718370203869637e-07,2.385293217190271e-08,2.2389686625622413e-14
0_30_0x1100_135_200000,66.9,11.5,41.1,51.8,54.1,64.8,82.3,87.4,101.3,9.99558428808248,2.093702881703899,1.0465598430739569,0.5234893024461368,0.33595377161077544,0.0043228485375782005,0.00029627859379232886,5.4335402864533434e-05,2.1840837591407756e-05,1.282669981110805e-05,1.2097584149729518e-06,5.252772553974237e-07,4.797543340791258e-08,2.075498886158893e-14
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.985431868286584,1.7035706217007618,1.5618004032559725,0.3395222023263419,0.3948421723732386,0.01033810588227145,0.003949245574693031,0.0004214952059115142,7.906095068423066e-05,2.523430903442034e-05,1.0723906212615624e-05,7.822129850762356e-06,4.8867560617036665e-08,9.952308790902521e-07
0_2_0x1100_135_200000,58.4,10.0,41.1,47.8,50.0,55.6,71.5,78.1,94.9,9.99659812458113,1.9038582319329664,1.1375873641848024,0.5756891706793229,0.38236609562572743,0.0037316715924432618,0.00010869228701422159,3.8721713034474635e-05,1.3112067539269944e-05,7.488279163357127e-06,9.454321732876611e-07,3.2695764612114026e-07,5.466168079206006e-08,5.359261380273845e-12
0_20_0x1100_135_200000,62.7,9.4,41.1,51.1,52.6,60.6,75.7,79.9,94.0,9.998551011842725,2.246660735533574,0.9249933502685453,0.5557417335317765,0.2716334723459771,0.00209001993286504,0.00020869367203392854,8.664824755366735e-05,2.351370339973431e-05,7.68713794967819e-06,2.81057305056481e-06,3.010037104242983e-07,2.2206815650646633e-08,1.6995150582740177e-14
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.987782372095056,1.6976497941330337,1.548545270052136,0.33292185185241696,0.4191034448572076,0.011244833889648758,0.0023465728685673364,0.0002002578560625164,0.00015838703878045003,2.5598869464760885e-05,1.2003050882760865e-05,8.855558188215966e-06,5.760554514737748e-07,1.8182310494950533e-07
0_2_0x1100_135_200000,58.4,10.0,41.1,47.8,50.0,55.6,71.5,78.1,94.9,9.998516520204713,1.893836526920182,1.1405793702253868,0.5694955316250846,0.3960268522466115,0.0013079988541159168,0.0001838030047988712,2.749532013061885e-05,1.672338368142562e-05,7.62380376466493e-06,8.732078410672159e-07,6.428478754326995e-07,3.835237160433341e-08,3.456227507363197e-12
0_2_0x1100_135_200000,58.4,10.0,41.1,47.8,50.0,55.6,71.5,78.1,94.9,9.998020882976014,1.9167429778979,1.1459770181984958,0.5520198204980791,0.38471690750283993,0.0018812532949608427,0.0005253568974134599,9.989470293188306e-05,1.1374563204355462e-05,2.8663225495139503e-06,9.896329096477e-07,6.240106229222238e-07,3.350072821842876e-08,1.354807397757953e-12
0_200_0x1100_135_200000,169.2,58.1,45.3,76.8,89.5,171.1,246.2,261.1,282.5,10.000730341878654,1.6685846917287723,1.5540385452546088,0.3570243379373996,0.4181670480853659,0.0011849624805755955,0.00016828589010236728,6.534468691302511e-05,2.0723297339524128e-05,1.0045554831873426e-05,3.807570443809539e-06,1.772255260995236e-06,5.7657222168848464e-08,3.572251199500435e-08
0_100_0x1100_135_200000,109.7,30.5,45.3,60.8,68.0,109.8,150.6,156.1,171.4,9.999555195929803,1.6426004915638808,1.5406462265125986,0.35714520822069895,0.4593897166030157,0.0003137146475664076,0.0001904796064228649,8.45673368835401e-05,6.583423619514843e-05,6.9195246744956624e-06,1.0476684301803045e-06,5.662915231285082e-07,2.8972338600703866e-08,2.8859726560080586e-09
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.993975263143135,1.695548521656178,1.5583455873408034,0.3315272597233818,0.4124230713006689,0.0059120467340519865,0.0014488720795581105,0.0006376623437949899,0.0001372620989455986,3.568396743406248e-05,6.370159144541968e-06,2.066669554924494e-06,2.7300747107065686e-07,5.977588616249298e-08
0_40_0x1100_135_200000,72.3,14.1,41.1,53.1,55.5,70.9,92.1,96.6,108.6,9.997653821749866,1.9304180905705854,1.1890379957395187,0.5111081305892619,0.3691889549170875,0.001605187152190551,0.0008942658400608114,4.3285241253942066e-05,2.7000395489006252e-05,1.5520020163567492e-05,4.501021140743981e-06,3.2166220266530238e-06,3.01412495172354e-08,1.0407230882863337e-13
0_400_0x1100_135_200000,280.1,114.8,45.3,99.7,121.8,281.2,433.4,459.0,488.6,9.983952952345241,1.680217017624873,1.590585434953805,0.33394125930705726,0.3934237621085027,0.014401509961608263,0.003036490517313923,0.0003008525571210455,9.242280863981607e-05,2.4793780811363467e-05,1.8425025804884336e-05,4.654304531379875e-06,3.3603115001157287e-07,8.867354124634552e-08
0_2_0x1100_135_200000,58.4,10.0,41.1,47.8,50.0,55.6,71.5,78.1,94.9,9.999288743043298,1.9533770982122605,1.1446590959398084,0.5234311479466683,0.3781721393745813,0.0008630516720265515,0.0001213928859799636,5.1477497925256286e-05,2.762411466415927e-05,4.999972381655082e-06,2.7728386793477517e-06,4.028587849680399e-07,5.364198488668849e-08,9.578893517820616e-13
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.998722386233249,2.372573022677511,0.8694580487905297,0.5533865386357378,0.20296806309172957,0.002325492119448744,0.00042677874539596,0.00011059710763999121,1.633809520510791e-05,1.1218596008767682e-05,1.1451321531006482e-06,3.527624174486016e-07,1.801294588950286e-08,1.911825731594062e-14
0_400_0x1100_135_200000,280.1,114.8,45.3,99.7,121.8,281.2,433.4,459.0,488.6,9.992493222827145,1.6916023838088827,1.5758258186747542,0.3359453406090607,0.3941630947730123,0.007776619349210151,0.001899010661096848,0.00018875293753738357,6.004486794482618e-05,3.161541295985907e-05,1.0982765215926003e-05,2.8028797143892576e-06,1.9958921886369975e-07,1.1084427308894081e-07
0_30_0x1100_135_200000,66.9,11.5,41.1,51.8,54.1,64.8,82.3,87.4,101.3,9.99710287249046,2.0891391549110305,1.0521631533547033,0.5056906280996429,0.35281433167311066,0.0026845253304216645,0.0003262357747623978,5.687455453387568e-05,1.3110318460647953e-05,7.076637547309863e-06,1.8109206177144342e-06,2.0235746527279515e-07,2.357723059563664e-08,2.4103250646685206e-14
0_50_0x1100_135_200000,77.8,16.8,41.1,54.5,56.5,76.9,101.6,105.7,116.1,9.997806556852764,1.7829448973326179,1.3261735924891025,0.3964450207298033,0.49384240341265856,0.0023183353119657682,0.000394697394255488,5.1092445044234055e-05,1.2088513209705619e-05,9.169881777572197e-06,1.1764466137009944e-06,9.167366861345046e-07,5.24417040769489e-08,1.1798458592177522e-11
0_40_0x1100_135_200000,72.3,14.1,41.1,53.1,55.5,70.9,92.1,96.6,108.6,9.99510485754804,1.952640029949805,1.1850768095649538,0.5008773013153984,0.36121607096856495,0.00451508584903518,0.0005083562295586692,3.718767236762952e-05,1.3749843626518054e-05,8.259910106519678e-06,2.125266115744416e-06,1.4023098029172467e-07,2.565123724587464e-08,2.0062901461616086e-13
0_40_0x1100_135_200000,72.3,14.1,41.1,53.1,55.5,70.9,92.1,96.6,108.6,9.9976374222273,1.913383056048077,1.1790360538907951,0.5179878792655117,0.3892828768954742,0.002382119130231913,0.0001926436610822776,6.689743056624282e-05,2.1133268917035574e-05,6.703346270636753e-06,2.824452920559791e-06,3.5278802639074854e-07,3.7594788587134465e-08,3.071992058181912e-14
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.986255870008979,1.679031587282688,1.573175957042919,0.34180765623196646,0.40546726309250425,0.012293178215387737,0.0016897464603079762,0.00019395374922674625,4.50361254347753e-05,2.8602265707454938e-05,8.941438268731557e-08,1.2077785855344232e-06,4.537039143198562e-06,5.315292764429218e-06
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.991809058098799,1.7161686035007169,1.5410859343558228,0.338741067463322,0.4022395397356542,0.0069013244817707695,0.0027074604897438944,0.00023433996058248754,6.939191102559344e-05,2.566666231001352e-05,1.3818972864120088e-05,3.0738755727833706e-06,6.264782450943453e-07,9.401357157543375e-08
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.990597237321035,1.6943418905662877,1.5534073945523397,0.34547469922652735,0.40622898289793663,0.008167157348254829,0.00123728167828912,0.0003694904172454491,0.00014568765568522771,1.6673192441259428e-05,8.265346725113266e-06,3.5040596418972824e-06,8.636084251404013e-08,1.6493767648256996e-06
0_40_0x1100_135_200000,72.3,14.1,41.1,53.1,55.5,70.9,92.1,96.6,108.6,9.996313084508278,1.9042353093749202,1.1751167699092837,0.5268509481360579,0.3936532804066385,0.0033089774382497102,0.0004720338483725444,2.8337807013923034e-05,1.2022346168039688e-05,8.044819296848322e-06,9.242103064231756e-07,2.4816415253827863e-07,1.9030666517952504e-08,6.036542557742263e-13
0_100_0x1100_135_200000,109.7,30.5,45.3,60.8,68.0,109.8,150.6,156.1,171.4,9.99895441128387,1.6314118909458262,1.5420037072795516,0.3703584472679582,0.4557558492466873,0.0012596383257191992,0.00013567517554117906,9.062590710708498e-05,2.0578181459593115e-05,7.74424234530495e-06,9.673649346981717e-07,4.5197541561625034e-07,9.667332267808238e-09,3.1362440612667674e-09
0_250_0x1100_135_200000,198.3,71.8,45.3,83.5,99.4,200.1,294.0,309.3,333.5,9.995851601094596,1.6865990062125795,1.5195804471033374,0.34876740539564044,0.44405790735719836,0.004461215896106435,0.0005087545978442877,8.57190625087632e-05,4.802067990860197e-05,2.5645939571583164e-05,1.2722005489885228e-05,1.2583915233370388e-06,2.5883087665501185e-07,3.7432809617023014e-08
0_250_0x1100_135_200000,198.3,71.8,45.3,83.5,99.4,200.1,294.0,309.3,333.5,9.99950924942547,1.6796947184858306,1.5409036293820142,0.33668767112733994,0.4391438956630435,0.003504779652105072,0.00040338847921439914,0.00010271527617110208,2.4024342998658663e-05,1.550534455085469e-05,8.155989227511308e-06,2.0225227953871473e-06,1.9751026931080614e-07,4.6798949595958506e-08
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.988148349013109,1.6938559463987601,1.5477553855184267,0.33526772751241596,0.42069217093569855,0.011662936715199057,0.002248428335439693,0.0002779114034302488,4.47858946383292e-05,2.9271878431438346e-05,1.4570615829005205e-05,2.106155241957517e-06,3.768739083353618e-07,3.274948808126335e-08
0_250_0x1100_135_200000,198.3,71.8,45.3,83.5,99.4,200.1,294.0,309.3,333.5,9.997985824734215,1.6788387986702558,1.5403312576380577,0.3533396604881209,0.4261679222099136,0.0027682242563567194,0.0003552567103507157,0.00013095201302496253,5.4327345782441305e-05,2.234181203421888e-05,3.4445791325012166e-06,1.808530261570028e-06,1.63032386486589e-07,1.798013113167576e-08
0_50_0x1100_135_200000,77.8,16.8,41.1,54.5,56.5,76.9,101.6,105.7,116.1,9.997739090071295,1.7810761196316491,1.2840940123422573,0.39579490793641764,0.5388461024784947,0.0018942713582786232,0.0005089732223568711,2.6338729662178457e-05,1.2284994611303028e-05,5.103310885269276e-06,1.973976467819983e-06,7.810628183904599e-07,4.087386650034707e-08,1.096476517020735e-11
0_300_0x1100_135_200000,225.9,86.1,45.3,89.1,106.7,228.5,341.5,359.0,391.8,9.991511679129212,1.6832190693180924,1.5494493536414615,0.3357596994896344,0.43085939426894787,0.008329317112082324,0.0004859609086304058,0.0002750986229375326,6.812000618950219e-05,2.5129594785024268e-05,1.2991369593333868e-05,3.791048238734287e-06,2.95914820279181e-07,9.95753752291795e-08
0_30_0x1100_135_200000,66.9,11.5,41.1,51.8,54.1,64.8,82.3,87.4,101.3,9.99694943836312,2.0842948092538656,1.0371950988295748,0.5222918227995614,0.35607191998190285,0.0027590373419491315,0.00023180323260435265,0.0001839750565185428,1.2210271423632542e-05,7.836668118906588e-06,1.790057501306748e-06,2.3240595915477053e-07,2.5737875133218872e-08,1.969409681682795e-14
0_350_0x1100_135_200000,254.8,100.4,45.3,96.8,117.0,256.2,388.3,407.3,441.9,9.989967368768607,1.6983043921221208,1.5669276606083438,0.33043721379514607,0.40424933812537245,0.006056946365480601,0.003780766654398628,0.00017918801411291837,6.242211924585087e-05,1.6716555061558027e-05,1.2791301257813061e-05,4.472258345874111e-06,5.326709459200119e-07,1.9064156007771976e-07
0_100_0x1100_135_200000,109.7,30.5,45.3,60.8,68.0,109.8,150.6,156.1,171.4,10.003303022682946,1.6221579128201582,1.5470575559821138,0.38037579825767465,0.44586913221290136,0.0007622560262395686,0.0003831306308732998,7.137136928376419e-05,1.2149944670125582e-05,5.3268872359201575e-06,1.8307840762844558e-06,4.767067800617145e-07,3.339215412285726e-08,2.3028917870249527e-09
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.999459189734587,2.3928238993869466,0.8566000244538579,0.5511106335918803,0.19895350897086844,0.000571452965268012,0.0004056183082941724,4.106714655091052e-05,2.3545434800694593e-05,8.760913370311183e-06,2.045174967793094e-06,1.7781200691824907e-07,7.610657509076284e-08,1.5707758689912895e-14
0_20_0x1100_135_200000,62.7,9.4,41.1,51.1,52.6,60.6,75.7,79.9,94.0,9.997578646098688,2.310233647833352,0.893532496897287,0.5233576677610345,0.272874972533175,0.002254745654474654,0.00011079206434806426,4.385739729636752e-05,6.561927438908595e-06,4.631847129421895e-06,1.5878429045625547e-06,3.742070992677839e-07,1.7935764584992856e-08,1.7079961320297122e-14
0_50_0x1100_135_200000,77.8,16.8,41.1,54.5,56.5,76.9,101.6,105.7,116.1,9.99279735016256,1.8306966048622664,1.3012801990077802,0.36412569687438157,0.5037694486195124,0.006853911107466126,0.00032470030186801293,8.781135501989696e-05,5.256013679102888e-05,1.0329101920104194e-05,1.1767043825378106e-06,1.861773932279781e-07,2.557948317105568e-08,9.17591299287007e-12
0_300_0x1100_135_200000,225.9,86.1,45.3,89.1,106.7,228.5,341.5,359.0,391.8,9.994146719895578,1.6737444856288728,1.564509350758951,0.34679629929539035,0.41266794383578675,0.007404156827023588,0.0004583463243975357,0.0001824591296649483,6.274881054307602e-05,2.0178968813363286e-05,4.612902948428539e-06,2.129447787058739e-06,4.1758308794682813e-07,1.505911639488992e-07
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.99960441991653,2.4074309156481,0.853812381445077,0.5418565346369524,0.19610998204625693,0.0009880805462160293,0.0001536305409910412,2.655709420112727e-05,1.0833859205043938e-05,3.7945308013445756e-06,2.485257666767259e-06,3.158077922666105e-07,6.867020033649409e-08,1.6745995041199116e-14
0_300_0x1100_135_200000,225.9,86.1,45.3,89.1,106.7,228.5,341.5,359.0,391.8,9.99162751438777,1.6709796205142564,1.5633980140889754,0.36200464347448036,0.4027067619465821,0.008075238642955904,0.0010308119303895924,8.357109616716282e-05,5.288578141099584e-05,3.331700808164091e-05,5.460774013981244e-06,2.002179764144507e-06,1.0754516549943748e-07,5.0629985856990285e-08
0_50_0x1100_135_200000,77.8,16.8,41.1,54.5,56.5,76.9,101.6,105.7,116.1,9.991655273775903,1.7925310820420035,1.2907222355561392,0.3994277810490181,0.5170819991602384,0.008117241118293995,0.0003104561728822066,0.0001177559404501111,2.57241140528808e-05,8.174192915366453e-06,1.8399676811155918e-06,3.9300782557673906e-07,4.38842406490335e-08,1.8352039903666017e-11
0_40_0x1100_135_200000,72.3,14.1,41.1,53.1,55.5,70.9,92.1,96.6,108.6,9.99705148157297,1.9389644030174935,1.1796609479475666,0.5092961335522711,0.3712472687581714,0.003436716700361529,0.00026000082320694215,5.7740672898537264e-05,1.5587995839690022e-05,7.445624300902658e-06,1.7916160795162623e-06,4.4803063635649393e-07,3.3688187182364434e-08,2.0082079373581508e-14
0_100_0x1100_135_200000,109.7,30.5,45.3,60.8,68.0,109.8,150.6,156.1,171.4,9.999648678165705,1.6339963348935604,1.5355549935371147,0.3699893877346564,0.46002338260265385,0.0005831192099532895,0.00010800756572737525,6.055519395022341e-05,2.9338021724410424e-05,4.399525119829269e-06,1.4320897543847913e-06,3.3976491251312176e-07,8.07757747943823e-09,2.3617598407967507e-08
0_250_0x1100_135_200000,198.3,71.8,45.3,83.5,99.4,200.1,294.0,309.3,333.5,9.996833201181374,1.6589339813406698,1.5614380920945174,0.3621042135687326,0.41614698204144984,0.003930520519617265,0.00041633400492919944,0.00012274729036947408,5.3683712965005455e-05,1.3735376348096006e-05,4.496392070344233e-06,1.5235404908759405e-06,6.449461176393703e-08,4.244418525424796e-07
0_400_0x1100_135_200000,280.1,114.8,45.3,99.7,121.8,281.2,433.4,459.0,488.6,9.998212954611231,1.7265055789918702,1.582562230706799,0.3092864604913421,0.3772487528030697,0.004056018342899035,0.0016047446701099683,0.0003572571984698394,0.00010082402128820579,4.2821762935114006e-05,1.700423173550757e-05,4.795979895504959e-06,3.5026501312048825e-07,2.0592333802695952e-07
0_20_0x1100_135_200000,62.7,9.4,41.1,51.1,52.6,60.6,75.7,79.9,94.0,9.999982984839264,2.2912877422039304,0.9145414431516349,0.5290988561374012,0.2639524696383269,0.0006701125908296649,0.00034437188182677897,0.00010330087155143517,9.691175656147702e-06,6.1314311754237574e-06,2.6241300727551996e-06,2.5407863155632697e-07,1.7869675562398047e-08,1.3319226629414764e-14
0_2_0x1100_135_200000,58.4,10.0,41.1,47.8,50.0,55.6,71.5,78.1,94.9,9.998276778950645,1.898765610943011,1.1610354773119713,0.5454869560336039,0.39458709482375703,0.001612671583543419,0.00014392257891314325,6.546682523989686e-05,1.5874440703840558e-05,8.519311904553357e-06,1.2816192985153436e-06,3.039593600583524e-07,4.1616842396404885e-08,1.2075188220286608e-12
0_2_0x1100_135_200000,58.4,10.0,41.1,47.8,50.0,55.6,71.5,78.1,94.9,9.99880385155425,1.9666077100484152,1.1631074936593553,0.49261071333638745,0.37754404700371996,0.0010598260939138468,0.00017258526059675994,6.52399151832243e-05,2.3058830226489314e-05,4.356093216070432e-06,7.263961312593816e-07,3.5145354904668845e-07,4.035182457354226e-08,3.22809658339287e-12
0_10_0x1100_135_200000,61.7,8.9,45.3,51.2,52.8,59.4,73.6,79.2,93.2,9.999551446968447,2.4202943464566626,0.8454483465714163,0.5307335500612391,0.2029475878229802,0.0007744565145995294,0.00014453235694222803,8.170950534546362e-05,1.5597895224764324e-05,6.839309104720424e-06,1.2716887285367157e-06,2.658159113113818e-07,4.903338499111351e-08,9.203232390823881e-15
