desc,joules_sum,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13
0_50_0xf00_135_400000,682.041228819995,9.968466304012816,1.667876228381291,1.4730522510619117,0.35037579020303466,0.5082893642321799,0.020852440279792488,0.009023526648123711,0.0018831623205424178,0.00017474778524844667,5.679055464242029e-06,4.6580930305579356e-07,2.9510582035936403e-08,1.0699694054872892e-08,3.4414335081154493e-15
0_10_0xf00_135_400000,696.7095833599997,9.997060594586657,2.1824049267578696,0.9633008434372184,0.5532275766592374,0.3006436259997977,0.0018929554072563918,0.0010621051280189891,0.0003476317881293433,5.15381799362019e-05,6.266151506665651e-06,1.7215203450145683e-06,1.9041587756413806e-07,2.396814351840001e-08,6.98774789638427e-15
0_50_0xf00_135_400000,677.4229271599979,9.982759346543912,1.6809937626984068,1.4703698139578074,0.3446327942643422,0.5032918483513729,0.011236484435221385,0.0046710997185468,0.0017076593926569636,0.0003323503928779854,4.2211629389982854e-06,5.092360420231153e-07,8.483790576119955e-08,2.5007960935930473e-08,4.0155557313391325e-15
0_200_0xf00_135_400000,642.5249399799995,9.993185311483746,1.6950238689208335,1.5852852945461118,0.30795875376829657,0.41128535272586775,0.006640569627550339,0.000415064066139977,0.00014117432324737295,5.266948002938804e-05,8.843419358179074e-06,2.3895924887105275e-06,4.982876477385629e-07,1.951250875748348e-07,1.4633616253867393e-08
0_20_0xf00_135_400000,693.2569931000035,9.995377100576226,1.923575607773895,1.1455785120121171,0.5737822401995147,0.3565851007999244,0.003457837858761928,0.0011379830344014675,0.0004010697812871952,9.502709647505224e-05,7.1032075435021465e-06,2.066104290497061e-06,3.287243913722464e-07,2.2831166283407385e-08,2.3890389255720548e-15
0_10_0xf00_135_400000,701.413386799999,9.993770517256642,2.182992332456732,0.9763106673113261,0.5438854174884618,0.29585258031239525,0.004976520085963414,0.0017661510949615437,0.00036520003525002803,6.960585597539366e-05,8.75507928938581e-06,1.8105516980878536e-06,4.211894959605322e-07,2.128180970948158e-08,3.5110712775425033e-15
0_300_0xf00_135_400000,627.1180014400015,9.971539648391559,1.7241585696414452,1.575144469649231,0.28138045849801835,0.3828018722931067,0.06142713462562562,0.0028089879782767168,0.0005495195416787933,0.0001471505725845759,3.661132114513751e-05,4.42935310553549e-06,1.0620826625239745e-06,5.913931101034848e-09,8.013762883457345e-08
0_50_0xf00_135_400000,682.041228819995,9.981587809906388,1.6544343526543976,1.4606616484345942,0.529735477275365,0.35469108695609863,0.013880662950160294,0.002950871137863547,0.0018763147012347185,0.00017826688677208835,2.5171469501377854e-06,8.945495714878856e-07,8.734692190892158e-08,1.0053689154968493e-08,7.951413670065027e-15
0_300_0xf00_135_400000,628.6157399200019,9.970342898506534,1.7007566426715983,1.6081619411835524,0.29399681908037917,0.38714808653627314,0.038630203814038984,0.0007225721708004669,0.0001558622100048658,6.384115555817409e-05,1.815193345086055e-05,2.1322867125964607e-06,7.952949197587245e-07,4.56001568936171e-08,7.556026349030936e-09
0_100_0xf00_135_400000,668.7643268600004,9.995112514299748,1.6711342256106745,1.5115636461277955,0.3394951953812392,0.4776546976709565,0.00294699153729015,0.0015541469415104629,0.0004233407462872534,9.886846786185573e-05,1.4300750891388375e-05,1.989822430186516e-06,5.880098725489542e-08,2.384212330564805e-08,2.0655496548220083e-13
0_300_0xf00_135_400000,628.6157399200019,9.973258053443093,1.699833491174117,1.594710512360423,0.3983122332933944,0.2943765000092584,0.03688965861460878,0.0023153608395890114,0.00022687923212596288,6.285258520780444e-05,9.729456960954481e-06,4.191321715744901e-06,4.113524164572551e-07,9.488774616688563e-08,3.1429344969172954e-08
0_350_0xf00_135_400000,625.2885105599998,9.99252285752976,1.7131489936341,1.6018316566847433,0.3064712781906015,0.37720706736824117,0.00822170319279327,0.00040462912202008446,0.0001539736749571591,2.4747504730829392e-05,1.0874836651225142e-05,2.000591604238736e-06,1.8567097201151877e-07,3.1402775414075575e-08,5.960601166951316e-10
0_10_0xf00_135_400000,701.413386799999,9.996653903114035,2.1796691698985757,0.9718935770233106,0.5563979572096796,0.2918098011773162,0.002052784013253901,0.0008051697969067311,0.0006662419457359012,2.7563530820895486e-05,2.1359129098054556e-05,1.827097076492703e-06,6.019555265556503e-07,4.410866772688228e-08,6.847641868170305e-15
0_30_0xf00_135_400000,692.9604607799993,9.984564410713773,1.7864981469039554,1.3191420446770692,0.5424689290460412,0.3515193220687832,0.013725509920416781,0.0017387024017814956,0.00021845025201070408,0.00011938181105756235,4.12654643470387e-06,6.79034021200106e-07,2.5793851496960936e-07,3.86861286285174e-08,4.120702974196932e-16
0_400_0xf00_135_400000,619.0536255400002,9.992410153805697,1.725750289391309,1.5518010884648514,0.32252341478660845,0.39698223902359503,0.009840435211313309,0.00038506760792572653,0.00016227652882696382,0.0001146510601967419,2.8516686654053583e-05,1.182618177549808e-06,6.408806056693874e-07,1.6843762024205426e-09,4.2249877303597375e-08
