desc,joules_sum,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13
0_30_0xd00_135_600000,658.75648314,9.948216332206021,1.6561856229041205,1.4436904295889421,0.5554348081664369,0.3445610644404118,0.02968269325053048,0.016637026538964015,0.005492724973093799,8.26793992529518e-05,1.609068639999886e-05,4.952517893984088e-07,2.1112554626782724e-08,1.1481483506504868e-08,-1.5339324739684426e-17
0_100_0xd00_135_600000,648.9539474600024,9.979401763404725,1.7837529893625563,1.437093960377243,0.4813798625000243,0.29570817305276254,0.014645190085569065,0.006142500784209435,0.0018311557199829369,3.298678177899802e-05,1.0945531195042106e-05,4.112779872370949e-07,4.6562114999127315e-08,1.4559859391175347e-08,-2.670003547219546e-15
0_200_0xd00_135_600000,640.6493944199974,9.982635561329671,1.8867444375946112,1.4497911804160597,0.26293352048921714,0.3997470680067003,0.01608111450013661,0.0014904764746968024,0.00034658083067691677,0.0002042081302824245,2.313215435812674e-05,2.5471426720360094e-06,8.024253140279281e-08,9.2688358577585e-08,7.360544288275466e-15
0_100_0xd00_135_600000,648.9539474600024,9.944822011972478,1.7525471482889796,1.460903991231127,0.4892100635108462,0.29721889057064493,0.04350964886411805,0.01072386737879313,0.0009718896748876688,8.268440687392687e-05,9.312253041916373e-06,3.596859716116642e-07,8.994145434722638e-08,4.222077217696874e-08,7.151046618826461e-15
0_250_0xd00_135_600000,636.1799235399958,9.97372508367454,1.9312227208957544,1.4700932953858434,0.25134573376519587,0.34729403016744254,0.02512196895060426,0.0007722179362203372,0.0003217344989708192,6.58739984453976e-05,3.4298958488507445e-05,2.629229944728542e-06,3.461932952601478e-07,6.63355569583113e-08,9.707272763132603e-12
0_2_0xd00_135_600000,660.7948376400018,9.908382793055875,1.802046096114377,1.275416649163837,0.5443217364925037,0.37768209202391556,0.08464150638304778,0.005840577842011835,0.001382365965738326,0.00023442161897074744,5.1444017248911335e-05,2.6379927555910896e-07,4.835044959618574e-08,5.1727437253337426e-09,-3.700190536924054e-16
0_200_0xd00_135_600000,640.6493944199974,9.985598818215655,1.8924689767531446,1.4728892783244902,0.2547207758023332,0.379812040194998,0.01337984678924068,0.0008110845453122941,0.00021966948506447166,8.031832514984223e-05,1.7134440986104857e-05,1.5920290289753627e-06,4.069440840787135e-07,5.815051682286137e-08,5.5676313823780345e-15
0_30_0xd00_135_600000,663.3544889999941,9.030626245560406,1.66051170194139,1.4579650540631421,0.8015757916714581,0.5387638219165632,0.3443597853919602,0.10679529430506858,0.04932666479811812,0.00983316824398882,0.00021755382998989248,2.4525666019072283e-05,3.6257520618534593e-07,3.003668972844658e-08,3.7677720615142433e-16
0_350_0xd00_135_600000,630.4280938200009,9.955308060782537,1.9995515975270934,1.4306767307810502,0.24675587676814542,0.3227276473408755,0.04388162343527162,0.0006695707448686268,0.0002931062975402905,0.00010607486876898114,2.7254193829817306e-05,2.057636273179289e-06,3.3729039587990045e-07,6.232410163009834e-08,9.256495472376989e-12
0_100_0xd00_135_600000,649.6687716399974,9.979606802312583,1.7710733459820835,1.466117779727677,0.46156439241861374,0.3010212527103847,0.014656129001737052,0.0042008696431364975,0.001671049757246552,8.03062214152447e-05,7.450107358395956e-06,5.735945347042423e-07,4.23881804231591e-08,6.135039840360729e-09,4.32401009475769e-15
0_300_0xd00_135_600000,633.6512957599989,9.940118386975278,1.8669354195500734,1.4959461528984122,0.25413252573455847,0.37822956823599424,0.062999703035462,0.0011534949105413892,0.0003093216891297904,0.00015879105950296902,1.3704875439473456e-05,2.4687720410593403e-06,4.321844566204913e-07,3.0057387649326296e-08,2.1730123101036883e-11
0_2_0xd00_135_600000,668.0699815999978,9.916986573877661,1.8202525181629976,1.2582431835790024,0.564597001830034,0.3562465726397916,0.05728424395213452,0.017272595821358407,0.008470659844524142,0.0006232995301523902,2.272221002623773e-05,5.681151760260835e-07,4.6626400082417754e-08,1.3810744781170458e-08,1.1979977896259931e-15
0_2_0xd00_135_600000,668.1032331399983,9.924065537839825,1.8591917407101324,1.2503384317097606,0.5492204100042759,0.34120692203411646,0.05981563563709757,0.01353069541453823,0.0023246451640977672,0.00024225181027236935,6.317969519343303e-05,5.045461793337716e-07,3.0529838990803645e-08,1.4904669195790925e-08,-1.1570933187454992e-15
0_400_0xd00_135_600000,626.70244112,9.861401215050583,2.0196453847152775,1.4202532251066469,0.30982275230244416,0.25120761264722546,0.13577518078893003,0.0010526915390834455,0.0006479257977540371,0.00017553296278158948,1.719171000886883e-05,9.9357443356231e-07,2.79482275833655e-07,1.4321052178400744e-08,1.515169410447618e-12
0_40_0xd00_135_600000,657.1773020400015,9.697174589377365,1.65808238586359,1.4527776364633125,0.5455406936662301,0.3433686154676904,0.2558742066112123,0.038197108619247716,0.008632727851985624,0.0003320075761805675,1.9128459438395647e-05,8.729879985881223e-07,1.844449536734393e-08,8.611262251728768e-09,3.882450775318636e-15
0_300_0xd00_135_600000,633.8255954800001,9.941511667810403,1.9040519838263208,1.4937249291428147,0.2552161173762036,0.3472002059278002,0.05601260927113773,0.001631617517236316,0.0005720205684776658,4.466539979690851e-05,3.1918856514170646e-05,2.0181714498076083e-06,1.7183217509346257e-07,7.429956145755895e-08,1.1356311428344303e-13
0_350_0xd00_135_600000,629.7545937200002,9.976662736842545,1.848642897328853,1.5196267855465035,0.3714665286686613,0.2594571959044045,0.019938941448925347,0.003894100002414435,0.00024542318486362477,4.522458851470701e-05,1.824508345813427e-05,9.969522768672004e-07,8.492750234171491e-07,7.516938850730469e-08,4.185046743646135e-12
0_250_0xd00_135_600000,634.9723387000049,9.987668100992286,1.8142866264844373,1.5319807680493542,0.26752601137222665,0.3837078968429767,0.0111628708325455,0.003203324364921517,0.0003852349012532956,6.799181522032692e-05,1.0344997969459893e-05,5.526471832978696e-07,2.3755385598354153e-07,3.9145615734336456e-08,1.4939954049642454e-13
0_10_0xd00_135_600000,661.5878387999983,9.963641666322799,2.0266840688044003,1.0737548686116754,0.5784065888999023,0.3207324780571792,0.021052632244856154,0.011284658580012928,0.004233078168165149,0.000163351759385365,4.62220562633714e-05,3.618018406619753e-07,1.9709763807042195e-08,4.983748104651075e-09,5.868227847445112e-16
0_350_0xd00_135_600000,629.7299335600001,9.915686181209058,1.9732726086756989,1.4252404328657087,0.2530923987863045,0.3483412268122947,0.08067885269652816,0.0031581459752304704,0.00030678448488023454,0.00021425704508432473,7.323418293070016e-06,1.161699203541649e-06,5.462701824855435e-07,1.2048291125814977e-10,7.994106702523513e-08
0_250_0xd00_135_600000,636.1799235399958,9.973551108624974,1.9080176433448195,1.4726875547299976,0.3633564026122878,0.25206078960415923,0.026914842127101782,0.002221175964392707,0.001061070374928377,0.00011314152636112085,1.4597523231847151e-05,1.4343905163083222e-06,1.7126574590322516e-07,6.790491554380187e-08,6.560981117518824e-12
0_250_0xd00_135_600000,634.9723387000049,9.987971507423666,1.8512711705384424,1.5031962777924424,0.3848202502941602,0.2606634182974383,0.010725572873971693,0.000901929171272374,0.00034793056801597273,8.553120485617966e-05,1.4832473023724143e-05,1.2456268385958014e-06,2.8988143336915094e-07,4.385426474725848e-08,1.5868215914630442e-13
0_300_0xd00_135_600000,633.8471426,9.985466858693378,1.9684103696646578,1.4460121466760372,0.25005990457400873,0.33173003071711116,0.016602576663074353,0.0012097294157541248,0.0004120036306887765,7.644771078250906e-05,1.752492679662628e-05,1.9738662854721064e-06,3.385079756907075e-07,9.495330819013158e-08,1.553477006528274e-13
0_350_0xd00_135_600000,630.4280938200009,9.942970966903191,1.891158253094262,1.50299575206162,0.34261998937818705,0.262861567497893,0.05517168243835644,0.00199799423265156,0.00013633723587383814,7.534421560431698e-05,9.79062146304344e-06,1.0234082492630626e-06,1.1001962325149134e-06,1.987138750085139e-07,2.5360589585929495e-12
0_20_0xd00_135_600000,667.7201155799994,9.977142540526275,1.7174269142245875,1.2978723387412492,0.3496171940222861,0.634751020561791,0.014236514562630453,0.005988222984386764,0.002669011481162653,0.00022926468798516248,6.659682967009319e-05,3.586323345124655e-07,1.685830955244315e-08,5.887327577589412e-09,3.831963185519652e-15
0_10_0xd00_135_600000,661.6201594800004,9.937909126754814,2.029128252697084,1.0776036838655425,0.5623197584075427,0.3308186350702567,0.04903603991999704,0.008497897934398837,0.004383876602270225,0.00027908616291389744,2.3234356708161074e-05,3.8885106443318587e-07,1.5015415349360376e-08,4.362000213306786e-09,-1.0015387541649494e-15
0_20_0xd00_135_600000,661.5624003799967,9.977507648985895,1.7341143103481205,1.3040987145235077,0.6120555098933402,0.3496310181075436,0.016065863756845745,0.004042207607620341,0.0020864810367216447,0.000339622598357298,5.820873740923807e-05,3.5743234362122335e-07,5.013647461461911e-08,6.8358202458075225e-09,1.638921860240768e-15
0_40_0xd00_135_600000,657.1444167400005,9.915439755595706,1.6740544246071989,1.4543355495757804,0.5440065653372472,0.3270409842831927,0.057815163208268815,0.020273227724594934,0.00677298569603846,0.00024263719770874762,1.8191855671747886e-05,4.667443063983225e-07,3.237812184717811e-08,1.579616820070067e-08,1.8081848715226104e-15
0_2_0xd00_135_600000,660.7948376400018,9.936833577656081,1.85744044078656,1.2520167522173464,0.5400054805985932,0.350442193381349,0.037220255571484576,0.01766456244961752,0.007984522096494105,0.00037909129221674025,1.2801459383441025e-05,2.8446288196720386e-07,3.0060995986629e-08,7.966995653750973e-09,-7.766568379451128e-17
