desc,joules_sum,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9
0_3_350_0x1100_135_400000,680.5227214800016,1.7356598734683497,1.5878970512314554,0.298955153093254,0.37748792220694155,3.541634955542242,0.3540829343853734,0.10393309479201834,0.0017940713403872223,0.9834508360282614,1.0151041079117178
0_5_100_0x1100_135_400000,719.779834480003,1.6576671300938457,1.5458268087235414,0.34526971991025307,0.45123634127236006,3.5694298333594716,1.029812847239451,0.9753030820913104,0.2698513121897568,0.15553335583120936,6.956928880802041e-05
0_3_50_0x1100_135_400000,737.2993674200006,1.6667322559410116,1.479385063868294,0.3526469038109026,0.5012357763797906,3.3207619037403546,1.068783415619402,0.9218759902191483,0.4547372750058468,0.23384139236393306,2.3051317349690767e-08
0_6_300_0x1100_135_400000,675.0124117800005,1.714974073596778,1.580718283501678,0.30375876144606007,0.40054888145548245,3.53270933758574,0.39581428716655315,0.06147684506021454,0.010434552819334707,1.00898524172607,0.9905797356420917
0_5_300_0x1100_135_400000,674.2247974000002,1.7140934495904414,1.5965219423173256,0.2872152675043667,0.40216934058786713,3.6381774549447976,0.29711695307755415,0.056475319563040416,0.009047720328799008,0.9822440831999365,1.016938468885871
0_7_2_0x1100_135_400000,764.0708705000002,2.0069833544711653,1.1147938854331685,0.34204804955753737,0.5361747105381244,3.404856741801426,0.16434656463339503,0.4214721210562525,1.0822921666532839,0.9270302475991078,2.158256535592535e-06
0_9_300_0x1100_135_400000,674.2247974000002,1.7088147278904702,1.60692750456072,0.2916919349618709,0.39256583258693767,3.5978385829105233,0.3204614280558233,0.0665627520937196,0.01590598486179227,0.9881298269872069,1.011101425090932
0_15_250_0x1100_135_400000,689.7135905800023,1.7160366592722516,1.5886027898754276,0.2967813279512165,0.3985792229011045,3.533673638538189,0.333563567235575,0.13047576679024453,0.0035048465136852647,0.9806717013729684,1.0181104795493354
0_2_40_0x1100_135_400000,746.1665871799996,1.701369269719605,1.4242338198709041,0.3599103827479643,0.5144865276615256,3.248086672305116,1.0486849117799295,0.9307178359338302,0.48135140049475483,0.2911586653750402,5.141113257982733e-07
0_4_200_0x1100_135_400000,696.6091878200023,1.692911905493339,1.5596104226102885,0.3107476582902768,0.4367300136060966,3.5599310929423456,0.35151481888293334,0.09502436088123636,0.0024850601578183164,1.0123010844892888,0.9787435826463772
0_6_10_0x1100_135_400000,764.1904631199977,2.1471628434790992,0.9773172700511126,0.30545479523227725,0.5700650912375097,3.205984647712156,0.28367861713135306,0.49811918569519126,1.0783063099894965,0.9339102748302467,9.646415541642454e-07
0_8_200_0x1100_135_400000,696.6453845400029,1.699243051833351,1.5576035325684081,0.30998614360867566,0.43316727198956645,3.5305490682121383,0.37668459750152833,0.09475847258873688,0.005615568564036907,1.0178477578302152,0.9745445353033475
0_7_250_0x1100_135_400000,689.7135905800023,1.7053343118189739,1.5809107428552898,0.3106298786753928,0.40312506665034525,3.5369892714222413,0.32886618737742157,0.1346574926290697,0.0014677991864532269,1.0068929628327596,0.9911262865520578
0_14_10_0x1100_135_400000,764.166825379998,2.1483998051596522,0.9772563144693681,0.3025025947769478,0.5718412855940338,3.1636693251231183,0.3295106628579774,0.49145867823343975,1.093398731673948,0.921962587143757,1.4967757397912372e-08
0_7_10_0x1100_135_400000,766.0091804399999,2.1507680672948695,0.9767950359488174,0.3010684314974063,0.5713684652589062,3.3223829272636527,0.21754628050881664,0.4503851240157541,1.0913508678088908,0.9183347849788638,1.54240233973911e-08
0_15_200_0x1100_135_400000,699.9732548200045,1.6972292854587079,1.5788081844015367,0.3096823297669028,0.4142802003728506,3.5521613411696,0.31173850173543727,0.13558294773233068,0.001533529482027602,0.9989740252835273,1.0000096545970782
0_15_40_0x1100_135_400000,747.9847398799975,1.693444538092273,1.4212854404605977,0.3621006702511928,0.5231693511959368,3.384542003171096,1.068816219466525,0.9122238993701972,0.43444021819594275,0.19997613389000302,1.525906241421368e-06
0_12_100_0x1100_135_400000,715.8500182400021,1.6574543464328786,1.5227725905948355,0.3500068256920439,0.4697662372802466,3.5691024677644307,0.13799414776342195,0.2946686073091514,0.9751974487374375,1.022944713375144,9.261505041503346e-05
0_15_10_0x1100_135_400000,766.0502756200003,2.152425626317269,0.9779073726425179,0.2975227428982608,0.5721442581419504,3.2521808466312234,0.29535741633173246,0.44000376807455316,1.0884426279400947,0.9240153270971438,1.3925258179565216e-08
0_7_100_0x1100_135_400000,719.8144289000011,1.6594966076681652,1.541942846717586,0.344246624282699,0.4543139213315487,3.562239554596611,1.0397258057803724,0.9650126676546029,0.15349391771848597,0.2794550040596345,7.305019029489422e-05
0_5_40_0x1100_135_400000,747.9847398799975,1.6953685838766164,1.4290680623611598,0.35758819155167976,0.5179751622105446,3.374111541973718,0.19991695815389887,0.44382069748021385,0.9167323487529653,1.0654184003450984,5.3294106761988855e-08
0_12_350_0x1100_135_400000,671.1449784199995,1.6996866074465524,1.6132777175568123,0.3029900693468304,0.384045605649805,3.676657451843356,1.0741174854533433,0.9249678227963077,0.2808481330551457,0.04126073039583305,0.002148376456017274
0_6_100_0x1100_135_400000,715.883391860003,1.662812121923007,1.5337113637424737,0.3437659449909629,0.45971056934355703,3.5726082382255933,1.029675251571597,0.9735778343212407,0.3124119582919775,0.11163271999638721,9.399759320129089e-05
0_8_100_0x1100_135_400000,715.8500182400021,1.6661844785112359,1.5017994101620307,0.3422185223808075,0.48979758894592773,3.588632969700374,1.0289128017740765,0.972398393393269,0.30036291207386295,0.10960909212260765,8.383093581076887e-05
0_15_350_0x1100_135_400000,680.5227214800016,1.726316175179339,1.5965111547916384,0.2996706640341335,0.3775020059948887,3.5159849430517713,0.38167089234210266,0.10208855400645939,0.0024586198365805826,0.9865882222982357,1.0112087684648492
0_6_350_0x1100_135_400000,671.1079271399994,1.7257509659031434,1.5691338202039697,0.3057488467281232,0.3993663671647634,3.5810346120182706,1.018433243181992,0.9792194878967526,0.36227032032029255,0.05739348582305818,0.001648850759639666
0_11_30_0x1100_135_400000,753.0635578200017,1.7821331546974641,1.3186409802182169,0.3606948415557806,0.538531023528539,3.3401262328058863,0.22801688651778648,0.4310023964449123,0.9227701280472154,1.0780837283210891,6.278631102318981e-07
